timestamp,source,src_ip,dst_ip,dst_port,proto,event,mitre_id,mitre_name
2026-08-03T04:00:10.372172+00:00,zeek:conn,192.168.50.10,192.168.50.6,1971,tcp,connection 192.168.50.10 -> 192.168.50.6:1971 (tcp),,
2026-08-03T04:00:10.372419+00:00,zeek:conn,192.168.50.10,192.168.50.6,30,tcp,connection 192.168.50.10 -> 192.168.50.6:30 (tcp),,
2026-08-03T04:00:10.372421+00:00,zeek:conn,192.168.50.10,192.168.50.6,1051,tcp,connection 192.168.50.10 -> 192.168.50.6:1051 (tcp),,
2026-08-03T04:00:10.372422+00:00,zeek:conn,192.168.50.10,192.168.50.6,9011,tcp,connection 192.168.50.10 -> 192.168.50.6:9011 (tcp),,
2026-08-03T04:00:10.372423+00:00,zeek:conn,192.168.50.10,192.168.50.6,2288,tcp,connection 192.168.50.10 -> 192.168.50.6:2288 (tcp),,
2026-08-03T04:00:10.372424+00:00,zeek:conn,192.168.50.10,192.168.50.6,63331,tcp,connection 192.168.50.10 -> 192.168.50.6:63331 (tcp),,
2026-08-03T04:00:10.372425+00:00,zeek:conn,192.168.50.10,192.168.50.6,1,tcp,connection 192.168.50.10 -> 192.168.50.6:1 (tcp),,
2026-08-03T04:00:10.372674+00:00,zeek:conn,192.168.50.10,192.168.50.6,5510,tcp,connection 192.168.50.10 -> 192.168.50.6:5510 (tcp),,
2026-08-03T04:00:10.372676+00:00,zeek:conn,192.168.50.10,192.168.50.6,6502,tcp,connection 192.168.50.10 -> 192.168.50.6:6502 (tcp),,
2026-08-03T04:00:10.372677+00:00,zeek:conn,192.168.50.10,192.168.50.6,1023,tcp,connection 192.168.50.10 -> 192.168.50.6:1023 (tcp),,
2026-08-03T04:00:10.372678+00:00,zeek:conn,192.168.50.10,192.168.50.6,880,tcp,connection 192.168.50.10 -> 192.168.50.6:880 (tcp),,
2026-08-03T04:00:10.372678+00:00,zeek:conn,192.168.50.10,192.168.50.6,5985,tcp,connection 192.168.50.10 -> 192.168.50.6:5985 (tcp),,
2026-08-03T04:00:10.372679+00:00,zeek:conn,192.168.50.10,192.168.50.6,1096,tcp,connection 192.168.50.10 -> 192.168.50.6:1096 (tcp),,
2026-08-03T04:00:10.372680+00:00,zeek:conn,192.168.50.10,192.168.50.6,1761,tcp,connection 192.168.50.10 -> 192.168.50.6:1761 (tcp),,
2026-08-03T04:00:10.372681+00:00,zeek:conn,192.168.50.10,192.168.50.6,631,tcp,connection 192.168.50.10 -> 192.168.50.6:631 (tcp),,
2026-08-03T04:00:10.372682+00:00,zeek:conn,192.168.50.10,192.168.50.6,9944,tcp,connection 192.168.50.10 -> 192.168.50.6:9944 (tcp),,
2026-08-03T04:00:10.372682+00:00,zeek:conn,192.168.50.10,192.168.50.6,3826,tcp,connection 192.168.50.10 -> 192.168.50.6:3826 (tcp),,
2026-08-03T04:00:10.372930+00:00,zeek:conn,192.168.50.10,192.168.50.6,31337,tcp,connection 192.168.50.10 -> 192.168.50.6:31337 (tcp),,
2026-08-03T04:00:10.372932+00:00,zeek:conn,192.168.50.10,192.168.50.6,9877,tcp,connection 192.168.50.10 -> 192.168.50.6:9877 (tcp),,
2026-08-03T04:00:10.372933+00:00,zeek:conn,192.168.50.10,192.168.50.6,2601,tcp,connection 192.168.50.10 -> 192.168.50.6:2601 (tcp),,
2026-08-03T04:00:10.372934+00:00,zeek:conn,192.168.50.10,192.168.50.6,1090,tcp,connection 192.168.50.10 -> 192.168.50.6:1090 (tcp),,
2026-08-03T04:00:10.372935+00:00,zeek:conn,192.168.50.10,192.168.50.6,3871,tcp,connection 192.168.50.10 -> 192.168.50.6:3871 (tcp),,
2026-08-03T04:00:10.372935+00:00,zeek:conn,192.168.50.10,192.168.50.6,81,tcp,connection 192.168.50.10 -> 192.168.50.6:81 (tcp),,
2026-08-03T04:00:10.372936+00:00,zeek:conn,192.168.50.10,192.168.50.6,1091,tcp,connection 192.168.50.10 -> 192.168.50.6:1091 (tcp),,
2026-08-03T04:00:10.372937+00:00,zeek:conn,192.168.50.10,192.168.50.6,1259,tcp,connection 192.168.50.10 -> 192.168.50.6:1259 (tcp),,
2026-08-03T04:00:10.372937+00:00,zeek:conn,192.168.50.10,192.168.50.6,4899,tcp,connection 192.168.50.10 -> 192.168.50.6:4899 (tcp),,
2026-08-03T04:00:10.372938+00:00,zeek:conn,192.168.50.10,192.168.50.6,6565,tcp,connection 192.168.50.10 -> 192.168.50.6:6565 (tcp),,
2026-08-03T04:00:10.373225+00:00,zeek:conn,192.168.50.10,192.168.50.6,4446,tcp,connection 192.168.50.10 -> 192.168.50.6:4446 (tcp),,
2026-08-03T04:00:10.373227+00:00,zeek:conn,192.168.50.10,192.168.50.6,340,tcp,connection 192.168.50.10 -> 192.168.50.6:340 (tcp),,
2026-08-03T04:00:10.373228+00:00,zeek:conn,192.168.50.10,192.168.50.6,1121,tcp,connection 192.168.50.10 -> 192.168.50.6:1121 (tcp),,
2026-08-03T04:00:10.373229+00:00,zeek:conn,192.168.50.10,192.168.50.6,254,tcp,connection 192.168.50.10 -> 192.168.50.6:254 (tcp),,
2026-08-03T04:00:10.373230+00:00,zeek:conn,192.168.50.10,192.168.50.6,2042,tcp,connection 192.168.50.10 -> 192.168.50.6:2042 (tcp),,
2026-08-03T04:00:10.373230+00:00,zeek:conn,192.168.50.10,192.168.50.6,1082,tcp,connection 192.168.50.10 -> 192.168.50.6:1082 (tcp),,
2026-08-03T04:00:10.373231+00:00,zeek:conn,192.168.50.10,192.168.50.6,8994,tcp,connection 192.168.50.10 -> 192.168.50.6:8994 (tcp),,
2026-08-03T04:00:10.373232+00:00,zeek:conn,192.168.50.10,192.168.50.6,5405,tcp,connection 192.168.50.10 -> 192.168.50.6:5405 (tcp),,
2026-08-03T04:00:10.373232+00:00,zeek:conn,192.168.50.10,192.168.50.6,1032,tcp,connection 192.168.50.10 -> 192.168.50.6:1032 (tcp),,
2026-08-03T04:00:10.373233+00:00,zeek:conn,192.168.50.10,192.168.50.6,417,tcp,connection 192.168.50.10 -> 192.168.50.6:417 (tcp),,
2026-08-03T04:00:10.373234+00:00,zeek:conn,192.168.50.10,192.168.50.6,1174,tcp,connection 192.168.50.10 -> 192.168.50.6:1174 (tcp),,
2026-08-03T04:00:10.373235+00:00,zeek:conn,192.168.50.10,192.168.50.6,4550,tcp,connection 192.168.50.10 -> 192.168.50.6:4550 (tcp),,
2026-08-03T04:00:10.374059+00:00,zeek:conn,192.168.50.10,192.168.50.6,3766,tcp,connection 192.168.50.10 -> 192.168.50.6:3766 (tcp),,
2026-08-03T04:00:10.374061+00:00,zeek:conn,192.168.50.10,192.168.50.6,10616,tcp,connection 192.168.50.10 -> 192.168.50.6:10616 (tcp),,
2026-08-03T04:00:10.378756+00:00,zeek:conn,192.168.50.10,192.168.50.6,1700,tcp,connection 192.168.50.10 -> 192.168.50.6:1700 (tcp),,
2026-08-03T04:00:10.378760+00:00,zeek:conn,192.168.50.10,192.168.50.6,6901,tcp,connection 192.168.50.10 -> 192.168.50.6:6901 (tcp),,
2026-08-03T04:00:10.378760+00:00,zeek:conn,192.168.50.10,192.168.50.6,49155,tcp,connection 192.168.50.10 -> 192.168.50.6:49155 (tcp),,
2026-08-03T04:00:10.378761+00:00,zeek:conn,192.168.50.10,192.168.50.6,65389,tcp,connection 192.168.50.10 -> 192.168.50.6:65389 (tcp),,
2026-08-03T04:00:10.378762+00:00,zeek:conn,192.168.50.10,192.168.50.6,7512,tcp,connection 192.168.50.10 -> 192.168.50.6:7512 (tcp),,
2026-08-03T04:00:10.378763+00:00,zeek:conn,192.168.50.10,192.168.50.6,1000,tcp,connection 192.168.50.10 -> 192.168.50.6:1000 (tcp),,
2026-08-03T04:00:10.378763+00:00,zeek:conn,192.168.50.10,192.168.50.6,2020,tcp,connection 192.168.50.10 -> 192.168.50.6:2020 (tcp),,
2026-08-03T04:00:10.378764+00:00,zeek:conn,192.168.50.10,192.168.50.6,1100,tcp,connection 192.168.50.10 -> 192.168.50.6:1100 (tcp),,
2026-08-03T04:00:10.378765+00:00,zeek:conn,192.168.50.10,192.168.50.6,10000,tcp,connection 192.168.50.10 -> 192.168.50.6:10000 (tcp),,
2026-08-03T04:00:10.378766+00:00,zeek:conn,192.168.50.10,192.168.50.6,9500,tcp,connection 192.168.50.10 -> 192.168.50.6:9500 (tcp),,
2026-08-03T04:00:10.378766+00:00,zeek:conn,192.168.50.10,192.168.50.6,7627,tcp,connection 192.168.50.10 -> 192.168.50.6:7627 (tcp),,
2026-08-03T04:00:10.378767+00:00,zeek:conn,192.168.50.10,192.168.50.6,2200,tcp,connection 192.168.50.10 -> 192.168.50.6:2200 (tcp),,
2026-08-03T04:00:10.378768+00:00,zeek:conn,192.168.50.10,192.168.50.6,5678,tcp,connection 192.168.50.10 -> 192.168.50.6:5678 (tcp),,
2026-08-03T04:00:10.378768+00:00,zeek:conn,192.168.50.10,192.168.50.6,2161,tcp,connection 192.168.50.10 -> 192.168.50.6:2161 (tcp),,
2026-08-03T04:00:10.379048+00:00,zeek:conn,192.168.50.10,192.168.50.6,60020,tcp,connection 192.168.50.10 -> 192.168.50.6:60020 (tcp),,
2026-08-03T04:00:10.379051+00:00,zeek:conn,192.168.50.10,192.168.50.6,714,tcp,connection 192.168.50.10 -> 192.168.50.6:714 (tcp),,
2026-08-03T04:00:10.379052+00:00,zeek:conn,192.168.50.10,192.168.50.6,5009,tcp,connection 192.168.50.10 -> 192.168.50.6:5009 (tcp),,
2026-08-03T04:00:10.379052+00:00,zeek:conn,192.168.50.10,192.168.50.6,3268,tcp,connection 192.168.50.10 -> 192.168.50.6:3268 (tcp),,
2026-08-03T04:00:10.379968+00:00,zeek:conn,192.168.50.10,192.168.50.6,8200,tcp,connection 192.168.50.10 -> 192.168.50.6:8200 (tcp),,
2026-08-03T04:00:10.379972+00:00,zeek:conn,192.168.50.10,192.168.50.6,1600,tcp,connection 192.168.50.10 -> 192.168.50.6:1600 (tcp),,
2026-08-03T04:00:10.379973+00:00,zeek:conn,192.168.50.10,192.168.50.6,17988,tcp,connection 192.168.50.10 -> 192.168.50.6:17988 (tcp),,
2026-08-03T04:00:10.379974+00:00,zeek:conn,192.168.50.10,192.168.50.6,19842,tcp,connection 192.168.50.10 -> 192.168.50.6:19842 (tcp),,
2026-08-03T04:00:10.379975+00:00,zeek:conn,192.168.50.10,192.168.50.6,1186,tcp,connection 192.168.50.10 -> 192.168.50.6:1186 (tcp),,
2026-08-03T04:00:10.379976+00:00,zeek:conn,192.168.50.10,192.168.50.6,2602,tcp,connection 192.168.50.10 -> 192.168.50.6:2602 (tcp),,
2026-08-03T04:00:10.379976+00:00,zeek:conn,192.168.50.10,192.168.50.6,301,tcp,connection 192.168.50.10 -> 192.168.50.6:301 (tcp),,
2026-08-03T04:00:10.379977+00:00,zeek:conn,192.168.50.10,192.168.50.6,9090,tcp,connection 192.168.50.10 -> 192.168.50.6:9090 (tcp),,
2026-08-03T04:00:10.380250+00:00,zeek:conn,192.168.50.10,192.168.50.6,3369,tcp,connection 192.168.50.10 -> 192.168.50.6:3369 (tcp),,
2026-08-03T04:00:10.380253+00:00,zeek:conn,192.168.50.10,192.168.50.6,2604,tcp,connection 192.168.50.10 -> 192.168.50.6:2604 (tcp),,
2026-08-03T04:00:10.380254+00:00,zeek:conn,192.168.50.10,192.168.50.6,1322,tcp,connection 192.168.50.10 -> 192.168.50.6:1322 (tcp),,
2026-08-03T04:00:10.380255+00:00,zeek:conn,192.168.50.10,192.168.50.6,7625,tcp,connection 192.168.50.10 -> 192.168.50.6:7625 (tcp),,
2026-08-03T04:00:10.380255+00:00,zeek:conn,192.168.50.10,192.168.50.6,1122,tcp,connection 192.168.50.10 -> 192.168.50.6:1122 (tcp),,
2026-08-03T04:00:10.380256+00:00,zeek:conn,192.168.50.10,192.168.50.6,9002,tcp,connection 192.168.50.10 -> 192.168.50.6:9002 (tcp),,
2026-08-03T04:00:10.380522+00:00,zeek:conn,192.168.50.10,192.168.50.6,2191,tcp,connection 192.168.50.10 -> 192.168.50.6:2191 (tcp),,
2026-08-03T04:00:10.380524+00:00,zeek:conn,192.168.50.10,192.168.50.6,8701,tcp,connection 192.168.50.10 -> 192.168.50.6:8701 (tcp),,
2026-08-03T04:00:10.380538+00:00,zeek:conn,192.168.50.10,192.168.50.6,2718,tcp,connection 192.168.50.10 -> 192.168.50.6:2718 (tcp),,
2026-08-03T04:00:10.380539+00:00,zeek:conn,192.168.50.10,192.168.50.6,512,tcp,connection 192.168.50.10 -> 192.168.50.6:512 (tcp),,
2026-08-03T04:00:10.380922+00:00,zeek:conn,192.168.50.10,192.168.50.6,32784,tcp,connection 192.168.50.10 -> 192.168.50.6:32784 (tcp),,
2026-08-03T04:00:10.380926+00:00,zeek:conn,192.168.50.10,192.168.50.6,1077,tcp,connection 192.168.50.10 -> 192.168.50.6:1077 (tcp),,
2026-08-03T04:00:10.380926+00:00,zeek:conn,192.168.50.10,192.168.50.6,7800,tcp,connection 192.168.50.10 -> 192.168.50.6:7800 (tcp),,
2026-08-03T04:00:10.380927+00:00,zeek:conn,192.168.50.10,192.168.50.6,49158,tcp,connection 192.168.50.10 -> 192.168.50.6:49158 (tcp),,
2026-08-03T04:00:10.380928+00:00,zeek:conn,192.168.50.10,192.168.50.6,5050,tcp,connection 192.168.50.10 -> 192.168.50.6:5050 (tcp),,
2026-08-03T04:00:10.380929+00:00,zeek:conn,192.168.50.10,192.168.50.6,625,tcp,connection 192.168.50.10 -> 192.168.50.6:625 (tcp),,
2026-08-03T04:00:10.380930+00:00,zeek:conn,192.168.50.10,192.168.50.6,49163,tcp,connection 192.168.50.10 -> 192.168.50.6:49163 (tcp),,
2026-08-03T04:00:10.380931+00:00,zeek:conn,192.168.50.10,192.168.50.6,8654,tcp,connection 192.168.50.10 -> 192.168.50.6:8654 (tcp),,
2026-08-03T04:00:10.380931+00:00,zeek:conn,192.168.50.10,192.168.50.6,9943,tcp,connection 192.168.50.10 -> 192.168.50.6:9943 (tcp),,
2026-08-03T04:00:10.380932+00:00,zeek:conn,192.168.50.10,192.168.50.6,4449,tcp,connection 192.168.50.10 -> 192.168.50.6:4449 (tcp),,
2026-08-03T04:00:10.381096+00:00,zeek:conn,192.168.50.10,192.168.50.6,32769,tcp,connection 192.168.50.10 -> 192.168.50.6:32769 (tcp),,
2026-08-03T04:00:10.381098+00:00,zeek:conn,192.168.50.10,192.168.50.6,981,tcp,connection 192.168.50.10 -> 192.168.50.6:981 (tcp),,
2026-08-03T04:00:10.381098+00:00,zeek:conn,192.168.50.10,192.168.50.6,1556,tcp,connection 192.168.50.10 -> 192.168.50.6:1556 (tcp),,
2026-08-03T04:00:10.381098+00:00,zeek:conn,192.168.50.10,192.168.50.6,306,tcp,connection 192.168.50.10 -> 192.168.50.6:306 (tcp),,
2026-08-03T04:00:10.385861+00:00,zeek:conn,192.168.50.10,192.168.50.6,1147,tcp,connection 192.168.50.10 -> 192.168.50.6:1147 (tcp),,
2026-08-03T04:00:10.385864+00:00,zeek:conn,192.168.50.10,192.168.50.6,19350,tcp,connection 192.168.50.10 -> 192.168.50.6:19350 (tcp),,
2026-08-03T04:00:10.385865+00:00,zeek:conn,192.168.50.10,192.168.50.6,163,tcp,connection 192.168.50.10 -> 192.168.50.6:163 (tcp),,
2026-08-03T04:00:10.385866+00:00,zeek:conn,192.168.50.10,192.168.50.6,668,tcp,connection 192.168.50.10 -> 192.168.50.6:668 (tcp),,
2026-08-03T04:00:10.385867+00:00,zeek:conn,192.168.50.10,192.168.50.6,1721,tcp,connection 192.168.50.10 -> 192.168.50.6:1721 (tcp),,
2026-08-03T04:00:10.385868+00:00,zeek:conn,192.168.50.10,192.168.50.6,5950,tcp,connection 192.168.50.10 -> 192.168.50.6:5950 (tcp),,
2026-08-03T04:00:10.385868+00:00,zeek:conn,192.168.50.10,192.168.50.6,1234,tcp,connection 192.168.50.10 -> 192.168.50.6:1234 (tcp),,
2026-08-03T04:00:10.385869+00:00,zeek:conn,192.168.50.10,192.168.50.6,2500,tcp,connection 192.168.50.10 -> 192.168.50.6:2500 (tcp),,
2026-08-03T04:00:10.385870+00:00,zeek:conn,192.168.50.10,192.168.50.6,524,tcp,connection 192.168.50.10 -> 192.168.50.6:524 (tcp),,
2026-08-03T04:00:10.385871+00:00,zeek:conn,192.168.50.10,192.168.50.6,1106,tcp,connection 192.168.50.10 -> 192.168.50.6:1106 (tcp),,
2026-08-03T04:00:10.385872+00:00,zeek:conn,192.168.50.10,192.168.50.6,3889,tcp,connection 192.168.50.10 -> 192.168.50.6:3889 (tcp),,
2026-08-03T04:00:10.385872+00:00,zeek:conn,192.168.50.10,192.168.50.6,42510,tcp,connection 192.168.50.10 -> 192.168.50.6:42510 (tcp),,
2026-08-03T04:00:10.386132+00:00,zeek:conn,192.168.50.10,192.168.50.6,5002,tcp,connection 192.168.50.10 -> 192.168.50.6:5002 (tcp),,
2026-08-03T04:00:10.386135+00:00,zeek:conn,192.168.50.10,192.168.50.6,1117,tcp,connection 192.168.50.10 -> 192.168.50.6:1117 (tcp),,
2026-08-03T04:00:10.386136+00:00,zeek:conn,192.168.50.10,192.168.50.6,1503,tcp,connection 192.168.50.10 -> 192.168.50.6:1503 (tcp),,
2026-08-03T04:00:10.386137+00:00,zeek:conn,192.168.50.10,192.168.50.6,10621,tcp,connection 192.168.50.10 -> 192.168.50.6:10621 (tcp),,
2026-08-03T04:00:10.386138+00:00,zeek:conn,192.168.50.10,192.168.50.6,1110,tcp,connection 192.168.50.10 -> 192.168.50.6:1110 (tcp),,
2026-08-03T04:00:10.386138+00:00,zeek:conn,192.168.50.10,192.168.50.6,5222,tcp,connection 192.168.50.10 -> 192.168.50.6:5222 (tcp),,
2026-08-03T04:00:10.386139+00:00,zeek:conn,192.168.50.10,192.168.50.6,3372,tcp,connection 192.168.50.10 -> 192.168.50.6:3372 (tcp),,
2026-08-03T04:00:10.386140+00:00,zeek:conn,192.168.50.10,192.168.50.6,1037,tcp,connection 192.168.50.10 -> 192.168.50.6:1037 (tcp),,
2026-08-03T04:00:10.386141+00:00,zeek:conn,192.168.50.10,192.168.50.6,1998,tcp,connection 192.168.50.10 -> 192.168.50.6:1998 (tcp),,
2026-08-03T04:00:10.386141+00:00,zeek:conn,192.168.50.10,192.168.50.6,5500,tcp,connection 192.168.50.10 -> 192.168.50.6:5500 (tcp),,
2026-08-03T04:00:10.386406+00:00,zeek:conn,192.168.50.10,192.168.50.6,16012,tcp,connection 192.168.50.10 -> 192.168.50.6:16012 (tcp),,
2026-08-03T04:00:10.386408+00:00,zeek:conn,192.168.50.10,192.168.50.6,8649,tcp,connection 192.168.50.10 -> 192.168.50.6:8649 (tcp),,
2026-08-03T04:00:10.386409+00:00,zeek:conn,192.168.50.10,192.168.50.6,990,tcp,connection 192.168.50.10 -> 192.168.50.6:990 (tcp),,
2026-08-03T04:00:10.386410+00:00,zeek:conn,192.168.50.10,192.168.50.6,1914,tcp,connection 192.168.50.10 -> 192.168.50.6:1914 (tcp),,
2026-08-03T04:00:10.386411+00:00,zeek:conn,192.168.50.10,192.168.50.6,10778,tcp,connection 192.168.50.10 -> 192.168.50.6:10778 (tcp),,
2026-08-03T04:00:10.386412+00:00,zeek:conn,192.168.50.10,192.168.50.6,20000,tcp,connection 192.168.50.10 -> 192.168.50.6:20000 (tcp),,
2026-08-03T04:00:10.386413+00:00,zeek:conn,192.168.50.10,192.168.50.6,3371,tcp,connection 192.168.50.10 -> 192.168.50.6:3371 (tcp),,
2026-08-03T04:00:10.386413+00:00,zeek:conn,192.168.50.10,192.168.50.6,691,tcp,connection 192.168.50.10 -> 192.168.50.6:691 (tcp),,
2026-08-03T04:00:10.386414+00:00,zeek:conn,192.168.50.10,192.168.50.6,481,tcp,connection 192.168.50.10 -> 192.168.50.6:481 (tcp),,
2026-08-03T04:00:10.386415+00:00,zeek:conn,192.168.50.10,192.168.50.6,10012,tcp,connection 192.168.50.10 -> 192.168.50.6:10012 (tcp),,
2026-08-03T04:00:10.386416+00:00,zeek:conn,192.168.50.10,192.168.50.6,8899,tcp,connection 192.168.50.10 -> 192.168.50.6:8899 (tcp),,
2026-08-03T04:00:10.386416+00:00,zeek:conn,192.168.50.10,192.168.50.6,1433,tcp,connection 192.168.50.10 -> 192.168.50.6:1433 (tcp),,
2026-08-03T04:00:10.386672+00:00,zeek:conn,192.168.50.10,192.168.50.6,222,tcp,connection 192.168.50.10 -> 192.168.50.6:222 (tcp),,
2026-08-03T04:00:10.386675+00:00,zeek:conn,192.168.50.10,192.168.50.6,1434,tcp,connection 192.168.50.10 -> 192.168.50.6:1434 (tcp),,
2026-08-03T04:00:10.386675+00:00,zeek:conn,192.168.50.10,192.168.50.6,4279,tcp,connection 192.168.50.10 -> 192.168.50.6:4279 (tcp),,
2026-08-03T04:00:10.386676+00:00,zeek:conn,192.168.50.10,192.168.50.6,6969,tcp,connection 192.168.50.10 -> 192.168.50.6:6969 (tcp),,
2026-08-03T04:00:10.386677+00:00,zeek:conn,192.168.50.10,192.168.50.6,1070,tcp,connection 192.168.50.10 -> 192.168.50.6:1070 (tcp),,
2026-08-03T04:00:10.386677+00:00,zeek:conn,192.168.50.10,192.168.50.6,711,tcp,connection 192.168.50.10 -> 192.168.50.6:711 (tcp),,
2026-08-03T04:00:10.386678+00:00,zeek:conn,192.168.50.10,192.168.50.6,2038,tcp,connection 192.168.50.10 -> 192.168.50.6:2038 (tcp),,
2026-08-03T04:00:10.386679+00:00,zeek:conn,192.168.50.10,192.168.50.6,1141,tcp,connection 192.168.50.10 -> 192.168.50.6:1141 (tcp),,
2026-08-03T04:00:10.386945+00:00,zeek:conn,192.168.50.10,192.168.50.6,5850,tcp,connection 192.168.50.10 -> 192.168.50.6:5850 (tcp),,
2026-08-03T04:00:10.386947+00:00,zeek:conn,192.168.50.10,192.168.50.6,515,tcp,connection 192.168.50.10 -> 192.168.50.6:515 (tcp),,
2026-08-03T04:00:10.386948+00:00,zeek:conn,192.168.50.10,192.168.50.6,50389,tcp,connection 192.168.50.10 -> 192.168.50.6:50389 (tcp),,
2026-08-03T04:00:10.386949+00:00,zeek:conn,192.168.50.10,192.168.50.6,34572,tcp,connection 192.168.50.10 -> 192.168.50.6:34572 (tcp),,
2026-08-03T04:00:10.386950+00:00,zeek:conn,192.168.50.10,192.168.50.6,9000,tcp,connection 192.168.50.10 -> 192.168.50.6:9000 (tcp),,
2026-08-03T04:00:10.386950+00:00,zeek:conn,192.168.50.10,192.168.50.6,2811,tcp,connection 192.168.50.10 -> 192.168.50.6:2811 (tcp),,
2026-08-03T04:00:10.386951+00:00,zeek:conn,192.168.50.10,192.168.50.6,7025,tcp,connection 192.168.50.10 -> 192.168.50.6:7025 (tcp),,
2026-08-03T04:00:10.386952+00:00,zeek:conn,192.168.50.10,192.168.50.6,55600,tcp,connection 192.168.50.10 -> 192.168.50.6:55600 (tcp),,
2026-08-03T04:00:10.391475+00:00,zeek:conn,192.168.50.10,192.168.50.6,57294,tcp,connection 192.168.50.10 -> 192.168.50.6:57294 (tcp),,
2026-08-03T04:00:10.391478+00:00,zeek:conn,192.168.50.10,192.168.50.6,52848,tcp,connection 192.168.50.10 -> 192.168.50.6:52848 (tcp),,
2026-08-03T04:00:10.391479+00:00,zeek:conn,192.168.50.10,192.168.50.6,1035,tcp,connection 192.168.50.10 -> 192.168.50.6:1035 (tcp),,
2026-08-03T04:00:10.391479+00:00,zeek:conn,192.168.50.10,192.168.50.6,3689,tcp,connection 192.168.50.10 -> 192.168.50.6:3689 (tcp),,
2026-08-03T04:00:10.391480+00:00,zeek:conn,192.168.50.10,192.168.50.6,1007,tcp,connection 192.168.50.10 -> 192.168.50.6:1007 (tcp),,
2026-08-03T04:00:10.391481+00:00,zeek:conn,192.168.50.10,192.168.50.6,3918,tcp,connection 192.168.50.10 -> 192.168.50.6:3918 (tcp),,
2026-08-03T04:00:10.391777+00:00,zeek:conn,192.168.50.10,192.168.50.6,7496,tcp,connection 192.168.50.10 -> 192.168.50.6:7496 (tcp),,
2026-08-03T04:00:10.391780+00:00,zeek:conn,192.168.50.10,192.168.50.6,2179,tcp,connection 192.168.50.10 -> 192.168.50.6:2179 (tcp),,
2026-08-03T04:00:10.391781+00:00,zeek:conn,192.168.50.10,192.168.50.6,1021,tcp,connection 192.168.50.10 -> 192.168.50.6:1021 (tcp),,
2026-08-03T04:00:10.391782+00:00,zeek:conn,192.168.50.10,192.168.50.6,32778,tcp,connection 192.168.50.10 -> 192.168.50.6:32778 (tcp),,
2026-08-03T04:00:10.391783+00:00,zeek:conn,192.168.50.10,192.168.50.6,1192,tcp,connection 192.168.50.10 -> 192.168.50.6:1192 (tcp),,
2026-08-03T04:00:10.391783+00:00,zeek:conn,192.168.50.10,192.168.50.6,9878,tcp,connection 192.168.50.10 -> 192.168.50.6:9878 (tcp),,
2026-08-03T04:00:10.391784+00:00,zeek:conn,192.168.50.10,192.168.50.6,1935,tcp,connection 192.168.50.10 -> 192.168.50.6:1935 (tcp),,
2026-08-03T04:00:10.391785+00:00,zeek:conn,192.168.50.10,192.168.50.6,1132,tcp,connection 192.168.50.10 -> 192.168.50.6:1132 (tcp),,
2026-08-03T04:00:10.391786+00:00,zeek:conn,192.168.50.10,192.168.50.6,28201,tcp,connection 192.168.50.10 -> 192.168.50.6:28201 (tcp),,
2026-08-03T04:00:10.391787+00:00,zeek:conn,192.168.50.10,192.168.50.6,500,tcp,connection 192.168.50.10 -> 192.168.50.6:500 (tcp),,
2026-08-03T04:00:10.392038+00:00,zeek:conn,192.168.50.10,192.168.50.6,18988,tcp,connection 192.168.50.10 -> 192.168.50.6:18988 (tcp),,
2026-08-03T04:00:10.392040+00:00,zeek:conn,192.168.50.10,192.168.50.6,5080,tcp,connection 192.168.50.10 -> 192.168.50.6:5080 (tcp),,
2026-08-03T04:00:10.392041+00:00,zeek:conn,192.168.50.10,192.168.50.6,3370,tcp,connection 192.168.50.10 -> 192.168.50.6:3370 (tcp),,
2026-08-03T04:00:10.392042+00:00,zeek:conn,192.168.50.10,192.168.50.6,8085,tcp,connection 192.168.50.10 -> 192.168.50.6:8085 (tcp),,
2026-08-03T04:00:10.392043+00:00,zeek:conn,192.168.50.10,192.168.50.6,19101,tcp,connection 192.168.50.10 -> 192.168.50.6:19101 (tcp),,
2026-08-03T04:00:10.392044+00:00,zeek:conn,192.168.50.10,192.168.50.6,1247,tcp,connection 192.168.50.10 -> 192.168.50.6:1247 (tcp),,
2026-08-03T04:00:10.392044+00:00,zeek:conn,192.168.50.10,192.168.50.6,1081,tcp,connection 192.168.50.10 -> 192.168.50.6:1081 (tcp),,
2026-08-03T04:00:10.392045+00:00,zeek:conn,192.168.50.10,192.168.50.6,1038,tcp,connection 192.168.50.10 -> 192.168.50.6:1038 (tcp),,
2026-08-03T04:00:10.392046+00:00,zeek:conn,192.168.50.10,192.168.50.6,3221,tcp,connection 192.168.50.10 -> 192.168.50.6:3221 (tcp),,
2026-08-03T04:00:10.392047+00:00,zeek:conn,192.168.50.10,192.168.50.6,64680,tcp,connection 192.168.50.10 -> 192.168.50.6:64680 (tcp),,
2026-08-03T04:00:10.392047+00:00,zeek:conn,192.168.50.10,192.168.50.6,808,tcp,connection 192.168.50.10 -> 192.168.50.6:808 (tcp),,
2026-08-03T04:00:10.392048+00:00,zeek:conn,192.168.50.10,192.168.50.6,90,tcp,connection 192.168.50.10 -> 192.168.50.6:90 (tcp),,
2026-08-03T04:00:10.392295+00:00,zeek:conn,192.168.50.10,192.168.50.6,54328,tcp,connection 192.168.50.10 -> 192.168.50.6:54328 (tcp),,
